,section,task_section,task,trial_id,cue_dir,valid_cue,key_resp.keys,key_resp.rt,correct_response,median_left_eye_x,mean_left_eye_x,participant_number,session_number,session_type,no_bad_eye_indicies,median_aai,mean_aai,eyes_open_baseline,eyes_closed_baseline,posner_baseline,posner_threshold,percentage_bad_eye
183,cue_right,pos,posner1,79.0,right,True,['right'],[0.38656060001812875],True,650.5,650.5305410122164,sub-18,ses-01,an-at,208.0,0.09187628296517113,0.021139846141355258,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0832
184,cue_left,pos,posner1,80.0,left,True,['left'],[0.3907361999154091],True,627.0,621.9620618556701,sub-18,ses-01,an-at,75.0,0.03618389424510259,0.013127727797944168,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.03
185,cue_centre,pos,posner1,81.0,centre,False,['left'],[0.404514400055632],True,640.0,640.09,sub-18,ses-01,an-at,0.0,0.061006372150353275,0.060332486566335546,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0
186,cue_centre,pos,posner1,82.0,centre,True,['right'],[0.5125898001715541],True,631.0,623.0156,sub-18,ses-01,an-at,0.0,0.05765012981255358,0.05813383727811621,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0
187,cue_centre,pos,posner1,83.0,centre,False,['left'],[0.5684688000474125],True,642.5,639.8672217353198,sub-18,ses-01,an-at,218.0,-0.08318110301530171,-0.0722945993923388,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0872
188,cue_left,pos,posner1,84.0,left,True,['left'],[0.4046261999756098],True,655.0,652.0491591203105,sub-18,ses-01,an-at,181.0,-0.04988908071360983,-0.10029887281586658,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0724
189,cue_left,pos,posner1,85.0,left,False,['right'],[0.3323470999021083],True,646.5,644.4446,sub-18,ses-01,an-at,0.0,0.08707916091962366,0.041183135075377575,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0
190,cue_right,pos,posner1,86.0,right,True,['right'],[0.5085157998837531],True,648.0,644.6624668435013,sub-18,ses-01,an-at,237.0,0.035460032103247274,0.03240992344186531,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0948
191,cue_centre,pos,posner1,87.0,centre,True,['left'],[0.6122181001119316],True,643.0,639.5222281735404,sub-18,ses-01,an-at,633.0,0.004854729062191964,0.027080055896502385,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.2532
192,cue_right,pos,posner1,88.0,right,False,['left'],[0.6142640002071857],True,645.0,620.7587312900927,sub-18,ses-01,an-at,1093.0,-0.06620564963387053,-0.09268568846150486,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.4372
193,cue_left,pos,posner1,89.0,left,True,['left'],[0.4601853000931442],True,659.0,657.7003968253969,sub-18,ses-01,an-at,232.0,0.04361018501801485,0.06563572962736404,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0928
194,cue_centre,pos,posner1,90.0,centre,True,['left'],[0.5761551999021322],True,658.0,652.7074391988555,sub-18,ses-01,an-at,1097.0,0.11558550531306128,0.0985154920461234,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.4388
195,cue_centre,pos,posner1,91.0,centre,True,None,,False,632.0,623.904282115869,sub-18,ses-01,an-at,912.0,-0.025723621057220633,-0.0071288575424080505,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.3648
196,cue_right,pos,posner1,92.0,right,False,['left'],[0.584188099950552],True,674.0,671.5426,sub-18,ses-01,an-at,0.0,0.09189480272643491,0.09798481630753478,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0
197,cue_right,pos,posner1,93.0,right,True,['right'],[0.5380446999333799],True,652.0,652.1714,sub-18,ses-01,an-at,0.0,-0.08458869804022363,-0.029247422164548335,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0
198,cue_centre,pos,posner1,94.0,centre,False,['left'],[0.3278761999681592],True,659.0,657.5769396551724,sub-18,ses-01,an-at,179.0,0.03609364022026627,-0.021264035738390245,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0716
199,cue_right,pos,posner1,95.0,right,False,['left'],[0.4620215001050383],True,666.5,665.836,sub-18,ses-01,an-at,0.0,-0.09392864531582862,-0.011811958955653597,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0
200,cue_centre,pos,posner1,96.0,centre,True,None,,False,645.0,643.7219945355191,sub-18,ses-01,an-at,304.0,-0.01630626796008878,-0.01739884544520445,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.1216
201,cue_centre,pos,posner1,97.0,centre,True,['right'],[0.4538730001077056],True,655.0,653.8524,sub-18,ses-01,an-at,0.0,-0.05558023869790532,-0.02958322060053082,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0
202,cue_right,pos,posner1,98.0,right,True,['right'],[0.8238113999832422],True,657.0,657.8396,sub-18,ses-01,an-at,0.0,0.204844907983699,0.1621470211661799,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.0
203,cue_right,pos,posner1,99.0,right,True,['right'],[0.3756155001465231],True,658.0,635.0778048780488,sub-18,ses-01,an-at,450.0,0.004861225910303928,0.04270180410422133,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.18
204,nfb-0,nfb,neurofeedback0,0.0,,,,,,628.0,627.3126379326606,sub-18,ses-01,an-at,3954.0,0.007964990163722917,0.004555016674336855,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.03594676170042547
205,nfb-1,nfb,neurofeedback0,1.0,,,,,,633.5,628.8793777943368,sub-18,ses-01,an-at,7961.0,0.03713654986231639,0.0403210282191148,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.07237535910396742
206,nfb-2,nfb,neurofeedback0,2.0,,,,,,613.0,609.8943499971946,sub-18,ses-01,an-at,20702.0,0.007677937366450905,0.009204317283041804,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.18820684388523218
207,nfb-0,nfb,neurofeedback1,0.0,,,,,,654.5,652.0086566252993,sub-18,ses-01,an-at,5156.0,-0.0007486365081885629,0.00016864540632178352,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.04687443179751991
208,nfb-1,nfb,neurofeedback1,1.0,,,,,,674.0,674.0723036053856,sub-18,ses-01,an-at,5337.0,0.004853682550534443,0.008336705495793415,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.048519946179861086
209,nfb-2,nfb,neurofeedback1,2.0,,,,,,690.0,689.2367144155116,sub-18,ses-01,an-at,6532.0,0.01118546147768068,0.012223246118815435,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.05938397759918543
210,nfb-0,nfb,neurofeedback2,0.0,,,,,,655.0,653.9672666288737,sub-18,ses-01,an-at,4149.0,0.01852380394317204,0.02611832127859265,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.037719553438306845
211,nfb-1,nfb,neurofeedback2,1.0,,,,,,661.0,661.1983558159183,sub-18,ses-01,an-at,2282.0,0.006565923955537348,0.015596764716100565,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.020746208953052837
212,nfb-2,nfb,neurofeedback2,2.0,,,,,,691.0,685.2365230080934,sub-18,ses-01,an-at,5834.0,0.02364218299554818,0.025162096075448934,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.05303829230153824
213,nfb-0,nfb,neurofeedback3,0.0,,,,,,630.0,629.4985778138968,sub-18,ses-01,an-at,1693.0,0.03299209135373926,0.02574039892411264,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.015391468780682933
214,nfb-1,nfb,neurofeedback3,1.0,,,,,,644.0,642.1843935688448,sub-18,ses-01,an-at,2455.0,0.0042509555514844664,0.000698175551953525,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.02231899341794247
215,nfb-2,nfb,neurofeedback3,2.0,,,,,,664.0,662.004800015484,sub-18,ses-01,an-at,6636.0,0.007899207901839005,0.014862743375950551,-0.01163209248424939,-0.06612061613229456,0.01339926353808852,0.08683088242593823,0.060329466526055496
0,baseline_eo-0,,baseline0,,,,,,,,,sub-18,ses-02,sn-at,,-0.045778707695488925,-0.04059145902776708,,,,,
1,baseline_ec-0,,baseline0,,,,,,,,,sub-18,ses-02,sn-at,,-0.12258280671059246,-0.12217586734220269,,,,,
2,baseline_eo-0,,baseline1,,,,,,,,,sub-18,ses-02,sn-at,,0.0011157414563759225,-0.008959846210982865,,,,,
3,baseline_ec-0,,baseline1,,,,,,,,,sub-18,ses-02,sn-at,,-0.11141869177823176,-0.10107534745923032,,,,,
4,cue_centre,pos,posner0,0.0,centre,True,['left'],[0.3700169001240283],True,649.0,648.8968,sub-18,ses-02,sn-at,0.0,-0.021682959489753437,-0.039985254169823854,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
5,cue_right,pos,posner0,1.0,right,True,['right'],[0.46798829990439117],True,657.0,657.4526,sub-18,ses-02,sn-at,0.0,0.0441526602767274,-0.0035676868338228814,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
6,cue_left,pos,posner0,2.0,left,False,['right'],[0.5260002999566495],True,667.0,667.4398,sub-18,ses-02,sn-at,0.0,0.006263446415553929,0.04610356906240225,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
7,cue_centre,pos,posner0,3.0,centre,True,['right'],[0.5140064000152051],True,666.0,666.7826722338204,sub-18,ses-02,sn-at,105.0,-0.08792695197351363,-0.06949784564899573,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.042
8,cue_centre,pos,posner0,4.0,centre,True,['left'],[0.3398257999215275],True,673.0,673.0798,sub-18,ses-02,sn-at,0.0,0.04970812017526301,0.014465589252364092,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
9,cue_right,pos,posner0,5.0,right,True,['right'],[0.3458873999770731],True,673.0,672.9266,sub-18,ses-02,sn-at,0.0,0.05893410483539875,0.05576933985771118,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
10,cue_right,pos,posner0,6.0,right,False,['left'],[0.4436700001824647],True,673.5,672.5108,sub-18,ses-02,sn-at,0.0,-0.05291540514044045,0.013863109324851944,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
11,cue_centre,pos,posner0,7.0,centre,False,['left'],[0.41564879985526204],True,674.0,672.3864,sub-18,ses-02,sn-at,0.0,-0.007493765019964727,0.027979092895671312,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
12,cue_left,pos,posner0,8.0,left,True,['left'],[0.3557374000083655],True,670.0,670.352,sub-18,ses-02,sn-at,0.0,0.03845066196790031,0.07319484372667465,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
13,cue_left,pos,posner0,9.0,left,True,['left'],[0.32754900003783405],True,671.0,669.9834,sub-18,ses-02,sn-at,0.0,0.06257959883087605,0.06799474694789802,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
14,cue_right,pos,posner0,10.0,right,True,['right'],[0.4515424999408424],True,676.0,675.2862,sub-18,ses-02,sn-at,0.0,0.10249221446942314,0.0494218999877436,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
15,cue_centre,pos,posner0,11.0,centre,True,['left'],[0.4133963000494987],True,679.5,682.6046,sub-18,ses-02,sn-at,0.0,-0.018192594525480603,-0.017486509344355233,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
16,cue_left,pos,posner0,12.0,left,False,['right'],[0.4315135001670569],True,678.0,677.1538,sub-18,ses-02,sn-at,0.0,0.013141038268873955,0.013610015765118043,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
17,cue_left,pos,posner0,13.0,left,False,['right'],[0.4856166001409292],True,673.0,673.3696,sub-18,ses-02,sn-at,0.0,-0.036135548163623535,-0.05082781100199605,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
18,cue_left,pos,posner0,14.0,left,True,['left'],[0.36133599979802966],True,680.0,679.6336,sub-18,ses-02,sn-at,0.0,0.05763886215226113,0.06344494014636815,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
19,cue_centre,pos,posner0,15.0,centre,True,['left'],[0.45735689997673035],True,682.0,682.3491992882563,sub-18,ses-02,sn-at,252.0,-0.03620036341022634,-0.01638453190563559,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.1008
20,cue_right,pos,posner0,16.0,right,True,['right'],[0.32943829987198114],True,672.5,673.4268,sub-18,ses-02,sn-at,0.0,-0.0008371498002421537,0.01765680367627994,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
21,cue_right,pos,posner0,17.0,right,True,['right'],[0.35856890003196895],True,685.0,684.7088,sub-18,ses-02,sn-at,0.0,0.04855436674257582,0.052484626656133855,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
22,cue_right,pos,posner0,18.0,right,False,['left'],[0.4853181999642402],True,686.0,685.5624,sub-18,ses-02,sn-at,0.0,0.030500790491615918,0.020451425925080754,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
23,cue_right,pos,posner0,19.0,right,True,['right'],[0.3331001999322325],True,688.0,688.51,sub-18,ses-02,sn-at,0.0,-0.03925214332644254,-0.05833635669002851,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
24,cue_centre,pos,posner0,20.0,centre,True,['left'],[0.3571530000772327],True,692.0,691.8338,sub-18,ses-02,sn-at,0.0,0.028794058518934414,-0.002098716167933702,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
25,cue_left,pos,posner0,21.0,left,True,['left'],[0.35316769988276064],True,698.0,697.3727538654408,sub-18,ses-02,sn-at,107.0,0.029280518017165576,0.05578928731759193,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0428
26,cue_centre,pos,posner0,22.0,centre,True,['left'],[0.5090954001061618],True,694.0,693.433,sub-18,ses-02,sn-at,0.0,-0.09562559356627581,-0.056849619062128785,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
27,cue_left,pos,posner0,23.0,left,False,['right'],[0.4369701000396162],True,689.0,688.5314,sub-18,ses-02,sn-at,0.0,-0.05323423108728938,-0.046020599752871795,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
28,cue_centre,pos,posner0,24.0,centre,True,['left'],[0.412905499804765],True,684.0,684.9248,sub-18,ses-02,sn-at,0.0,0.016228038736811654,-0.018528203021937303,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
29,cue_right,pos,posner0,25.0,right,True,['right'],[0.39698540000244975],True,694.0,694.6588,sub-18,ses-02,sn-at,0.0,0.04346630216394359,-0.003896881946417972,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
30,cue_left,pos,posner0,26.0,left,True,['left'],[0.37681009992957115],True,694.0,693.9154,sub-18,ses-02,sn-at,0.0,-0.1055057900673548,-0.08761531758182893,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
31,cue_centre,pos,posner0,27.0,centre,False,['right'],[0.4686276998836547],True,698.0,696.2262,sub-18,ses-02,sn-at,0.0,-0.009440508694038705,-0.007632788929335341,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
32,cue_left,pos,posner0,28.0,left,True,['left'],[0.37260650005191565],True,694.5,695.077,sub-18,ses-02,sn-at,0.0,-0.07258140066689009,-0.04874394027701535,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
33,cue_centre,pos,posner0,29.0,centre,False,['right'],[0.35279019991867244],True,695.0,695.7706,sub-18,ses-02,sn-at,0.0,0.12954799916465032,0.12858232393649732,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
34,cue_left,pos,posner0,30.0,left,True,['left'],[0.3065661999862641],True,698.0,698.911,sub-18,ses-02,sn-at,0.0,-0.02123939724247208,0.01470103092332032,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
35,cue_centre,pos,posner0,31.0,centre,True,['left'],[0.38052050000987947],True,699.5,698.8316,sub-18,ses-02,sn-at,0.0,0.0011340319925216573,0.006262166117128305,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
36,cue_right,pos,posner0,32.0,right,False,['left'],[0.406565299956128],True,701.0,701.7262,sub-18,ses-02,sn-at,0.0,-0.04153903165551224,-0.03061381367664822,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
37,cue_right,pos,posner0,33.0,right,True,['right'],[0.3364432000089437],True,710.0,709.4622,sub-18,ses-02,sn-at,0.0,-0.07284831062186904,-0.007067945718122343,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
38,cue_centre,pos,posner0,34.0,centre,True,['right'],[0.5665653999894857],True,704.0,704.0956,sub-18,ses-02,sn-at,0.0,-0.0023656005653994406,0.026029779417814074,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
39,cue_left,pos,posner0,35.0,left,False,['right'],[0.42839620006270707],True,710.0,709.6726751331422,sub-18,ses-02,sn-at,59.0,0.04463475924902788,0.02270630500934762,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0236
40,cue_centre,pos,posner0,36.0,centre,True,['left'],[0.36030749999918044],True,709.0,708.6376,sub-18,ses-02,sn-at,0.0,0.012802299798958137,0.01392727836700137,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
41,cue_left,pos,posner0,37.0,left,True,['left'],[0.36623929999768734],True,705.5,705.5362,sub-18,ses-02,sn-at,0.0,0.12140295284075117,0.07472265092972953,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
42,cue_right,pos,posner0,38.0,right,True,['right'],[0.3425350000616163],True,702.0,701.8596,sub-18,ses-02,sn-at,0.0,0.13477444185339438,0.1224714335054341,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
43,cue_right,pos,posner0,39.0,right,False,['left'],[0.4659671999979764],True,707.0,706.2078,sub-18,ses-02,sn-at,0.0,0.017646613024572776,0.031975098083999794,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
44,cue_left,pos,posner0,40.0,left,True,['left'],[0.2700956999324262],True,709.0,708.538,sub-18,ses-02,sn-at,0.0,0.013107373748936196,-0.0019637129203270887,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
45,cue_left,pos,posner0,41.0,left,True,['left'],[0.3361442000605166],True,705.0,705.0334,sub-18,ses-02,sn-at,0.0,-0.1464076667067714,-0.0744652347554309,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
46,cue_centre,pos,posner0,42.0,centre,False,['right'],[0.41009830008260906],True,706.5,706.2246315789474,sub-18,ses-02,sn-at,125.0,-0.03806058859388082,-0.07414895344273713,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.05
47,cue_left,pos,posner0,43.0,left,True,['left'],[0.3181655998341739],True,711.0,709.3744,sub-18,ses-02,sn-at,0.0,0.03199437541689479,-0.1123053914112913,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
48,cue_right,pos,posner0,44.0,right,False,['left'],[0.507949799997732],True,713.0,711.9968,sub-18,ses-02,sn-at,0.0,0.05678334307125465,0.056564592613029915,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
49,cue_left,pos,posner0,45.0,left,True,['left'],[0.39222449995577335],True,711.0,711.3886,sub-18,ses-02,sn-at,0.0,0.08228443550487682,0.08828024600517849,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
50,cue_centre,pos,posner0,46.0,centre,True,['left'],[0.4138330998830497],True,709.0,709.5686,sub-18,ses-02,sn-at,0.0,0.04312512946846095,0.04910324203719897,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
51,cue_centre,pos,posner0,47.0,centre,True,['left'],[0.36200059996917844],True,711.0,709.794,sub-18,ses-02,sn-at,0.0,0.033294699811139326,0.017682775271501677,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
52,cue_right,pos,posner0,48.0,right,True,['right'],[0.3755799001082778],True,711.5,711.339,sub-18,ses-02,sn-at,0.0,-0.15208493167318077,-0.06867186373981912,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
53,cue_right,pos,posner0,49.0,right,True,['right'],[0.32965450012125075],True,712.0,711.5446,sub-18,ses-02,sn-at,0.0,-0.021515692153223666,-0.01563450820228364,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
54,cue_right,pos,posner0,50.0,right,True,['right'],[0.3916128999553621],True,722.0,719.5204,sub-18,ses-02,sn-at,0.0,-0.01875550653367026,0.014461535754541824,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
55,cue_centre,pos,posner0,51.0,centre,True,['left'],[0.33151210006326437],True,709.0,708.5968,sub-18,ses-02,sn-at,0.0,-0.0007186967421360529,-0.004886106251459681,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
56,cue_left,pos,posner0,52.0,left,True,['left'],[0.35351979988627136],True,706.0,706.192,sub-18,ses-02,sn-at,0.0,-0.021891962877694945,-0.013406749437446764,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
57,cue_left,pos,posner0,53.0,left,False,['right'],[0.4595767001155764],True,716.0,716.7899247491639,sub-18,ses-02,sn-at,108.0,0.017577483329467757,0.060696433540423256,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0432
58,cue_centre,pos,posner0,54.0,centre,False,['right'],[0.36736040003597736],True,719.0,719.1418,sub-18,ses-02,sn-at,0.0,-0.006339221122816645,0.023371054676297996,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
59,cue_right,pos,posner0,55.0,right,True,['right'],[0.3715588999912143],True,721.0,720.5952,sub-18,ses-02,sn-at,0.0,0.010919838714596548,0.05868300561387074,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
60,cue_right,pos,posner0,56.0,right,False,['left'],[0.3513287999667227],True,725.0,725.577,sub-18,ses-02,sn-at,0.0,0.08169767306994133,0.06676137156187903,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
61,cue_left,pos,posner0,57.0,left,True,['left'],[0.33734399988316],True,718.0,716.6722,sub-18,ses-02,sn-at,0.0,0.034505240305075215,0.11621491191020054,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
62,cue_right,pos,posner0,58.0,right,False,['left'],[0.34935050015337765],True,722.0,721.371,sub-18,ses-02,sn-at,0.0,-0.011018300502240012,0.026535249052165966,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
63,cue_right,pos,posner0,59.0,right,True,['right'],[0.4892615999560803],True,726.0,726.3382,sub-18,ses-02,sn-at,0.0,0.0476427117308199,-0.0017966090461493678,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
64,cue_left,pos,posner0,60.0,left,True,['left'],[0.3051813000347465],True,723.0,722.694,sub-18,ses-02,sn-at,0.0,0.17185189535677037,0.13173812230016615,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
65,cue_left,pos,posner0,61.0,left,True,['left'],[0.3590279999189079],True,721.0,720.9612,sub-18,ses-02,sn-at,0.0,-0.0917151933941164,-0.06402052404500266,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
66,cue_right,pos,posner0,62.0,right,False,['left'],[0.36294870008714497],True,722.5,722.1018,sub-18,ses-02,sn-at,0.0,0.03654864065150083,-0.016778232365082635,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
67,cue_left,pos,posner0,63.0,left,True,['left'],[0.4168855999596417],True,725.0,723.3822,sub-18,ses-02,sn-at,0.0,-0.07602412363797975,-0.05208945786894591,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
68,cue_right,pos,posner0,64.0,right,True,['right'],[0.3730042001698166],True,728.5,728.3168,sub-18,ses-02,sn-at,0.0,-0.04396519847438212,-0.01509763258818171,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
69,cue_left,pos,posner0,65.0,left,False,['right'],[0.4368420001119375],True,729.0,728.1854,sub-18,ses-02,sn-at,0.0,-0.008723618353605819,-0.03353518585687299,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
70,cue_centre,pos,posner0,66.0,centre,False,['right'],[0.44078320008702576],True,719.0,718.3196,sub-18,ses-02,sn-at,0.0,-0.07651994923328112,-0.014139351444750014,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
71,cue_centre,pos,posner0,67.0,centre,False,['left'],[0.450825999956578],True,715.0,716.0784,sub-18,ses-02,sn-at,0.0,-0.015033630169937189,-0.0017036582248897616,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
72,cue_right,pos,posner0,68.0,right,False,['left'],[0.37466149986721575],True,724.0,722.0972,sub-18,ses-02,sn-at,0.0,0.07141387233798444,0.11163837618293565,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
73,cue_right,pos,posner0,69.0,right,False,['left'],[0.46055379998870194],True,734.0,733.597123801584,sub-18,ses-02,sn-at,101.0,-0.0428670352112895,-0.0162858239412688,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0404
74,cue_right,pos,posner0,70.0,right,False,['left'],[0.4686209000647068],True,717.0,717.8084,sub-18,ses-02,sn-at,0.0,0.02966023243666583,0.009261783223126418,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
75,cue_left,pos,posner0,71.0,left,False,['right'],[0.48871299996972084],True,713.0,712.3168,sub-18,ses-02,sn-at,0.0,0.030513712422720614,0.033176144395736816,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0
76,cue_right,pos,posner0,72.0,right,True,['right'],[0.39448180003091693],True,714.0,713.858407079646,sub-18,ses-02,sn-at,127.0,0.016125603961882156,0.02189790720937784,-0.045778707695488925,-0.12258280671059246,0.009299172194432636,0.09007513504074258,0.0508
